Zeit_s;Weg_mm
23.4857;3.9075
23.4910;3.8958
23.4961;3.8722
23.5010;3.8369
23.5061;3.7780
23.5281;3.6955
23.5404;3.5895
23.5443;3.4600
23.5445;3.2951
23.5447;3.1066
23.5448;2.8828
23.5450;2.6237
23.5456;2.3645
23.5506;2.0936
23.5556;1.8110
23.5607;1.5283
23.5657;1.2338
23.5708;0.9393
23.5845;0.6684
23.5902;0.4329
23.5958;0.2562
23.5998;0.1502
23.5999;0.1031
23.6006;0.0913
23.6057;0.0913
23.6107;0.0913
23.6157;0.0913
23.6210;0.0913
23.6260;0.0913
23.6312;0.0913
23.6361;0.0913
23.6537;0.0913
23.6656;0.0913
23.6698;0.0913
23.6700;0.0913
23.6702;0.0913
23.6703;0.0913
23.6706;0.0913
23.6756;0.0913
23.6807;0.0913
23.6858;0.0913
23.6909;0.0913
23.6962;0.0913
23.7130;0.0913
23.7242;0.0913
23.7284;0.1148
23.7286;0.1855
23.7289;0.3151
23.7290;0.5153
23.7306;0.7509
23.7356;1.0100
23.7407;1.2809
23.7457;1.5518
23.7510;1.8227
23.7559;2.0936
23.7769;2.3645
23.7882;2.6237
23.7923;2.8828
23.7925;3.1302
23.7927;3.3657
23.7929;3.6013
23.7930;3.8133
23.7959;4.0135
23.8008;4.1902
23.8058;4.3316
23.8108;4.4611
23.8168;4.5671
23.8218;4.6496
23.8409;4.7085
23.8526;4.7438
23.8567;4.7674
23.8569;4.7674
23.8571;4.7792
23.8572;4.7909
23.8574;4.7792
23.8606;4.7792
23.8656;4.7674
23.8708;4.7556
23.8756;4.7556
23.8808;4.7556
23.8862;4.7438
23.9062;4.7203
23.9190;4.6849
23.9231;4.6260
23.9233;4.5554
23.9234;4.4611
23.9236;4.3433
23.9237;4.2020
23.9256;4.0253
23.9306;3.8251
23.9356;3.6013
23.9410;3.3657
23.9457;3.1302
23.9603;2.8828
23.9642;2.6355
23.9747;2.3881
23.9789;2.1408
23.9791;1.9052
23.9794;1.6814
23.9808;1.4694
23.9864;1.2691
23.9914;1.0925
23.9969;0.9276
24.0006;0.7744
24.0064;0.6449
24.0113;0.5389
24.0333;0.4564
24.0453;0.3975
24.0497;0.3622
24.0498;0.3386
24.0500;0.3269
24.0502;0.3269
24.0503;0.3269
24.0506;0.3269
24.0556;0.3269
24.0606;0.3269
24.0661;0.3269
24.0711;0.3386
24.0769;0.3622
24.0900;0.4093
24.1008;0.4918
24.1051;0.5978
24.1053;0.7273
24.1054;0.8922
24.1056;1.0807
24.1107;1.2809
24.1157;1.5047
24.1208;1.7403
24.1257;1.9759
24.1309;2.2350
24.1367;2.5059
24.1410;2.7768
24.1622;3.0477
24.1747;3.3068
24.1792;3.5660
24.1793;3.8015
24.1795;4.0371
24.1797;4.2609
24.1798;4.4611
24.1806;4.6496
24.1856;4.8027
24.1907;4.9323
24.1956;5.0383
24.2014;5.1207
24.2065;5.1796
24.2232;5.2150
24.2342;5.2385
24.2384;5.2503
24.2386;5.2503
24.2387;5.2503
24.2389;5.2503
24.2407;5.2385
24.2456;5.2385
24.2512;5.2385
24.2556;5.2267
24.2606;5.2267
24.2660;5.2150
24.2812;5.1796
24.2918;5.1207
24.2961;5.0265
24.2963;4.8969
24.2964;4.7438
24.2966;4.5671
24.3010;4.3669
24.3060;4.1549
24.3116;3.9311
24.3169;3.6837
24.3217;3.4364
24.3268;3.1773
24.3318;2.9064
24.3524;2.6355
24.3660;2.3645
24.3690;2.1054
24.3691;1.8698
24.3693;1.6461
24.3695;1.4340
24.3696;1.2456
24.3709;1.0689
24.3759;0.9158
24.3809;0.7980
24.3867;0.7038
24.3908;0.6331
24.3956;0.5860
24.4141;0.5506
24.4198;0.5271
24.4211;0.5153
24.4243;0.5153
24.4245;0.5153
24.4258;0.5153
24.4308;0.5153
24.4357;0.5153
24.4411;0.5271
24.4462;0.5389
24.4510;0.5624
24.4561;0.5978
24.4710;0.6449
24.4742;0.7155
24.4889;0.8098
24.4892;0.9393
24.4893;1.0925
24.4895;1.2809
24.4908;1.4929
24.4959;1.7285
24.5006;1.9759
24.5057;2.2350
24.5107;2.5177
24.5157;2.8121
24.5207;3.1184
24.5354;3.4482
24.5461;3.7544
24.5504;4.0489
24.5505;4.3316
24.5507;4.5789
24.5509;4.8263
24.5556;5.0501
24.5607;5.2621
24.5661;5.4505
24.5710;5.6154
24.5761;5.7450
24.5812;5.8510
24.5862;5.9217
24.6005;5.9570
24.6109;5.9923
24.6154;6.0041
24.6156;6.0159
24.6157;6.0277
24.6159;6.0277
24.6206;6.0277
24.6256;6.0277
24.6308;6.0277
24.6356;6.0159
24.6407;6.0041
24.6457;5.9688
24.6593;5.9217
24.6650;5.8746
24.6704;5.8039
24.6707;5.7214
24.6751;5.6154
24.6756;5.4859
24.6806;5.3327
24.6857;5.1796
24.6919;5.0147
24.6962;4.8263
24.7017;4.6378
24.7057;4.4258
24.7110;4.2020
24.7232;3.9782
24.7235;3.7426
24.7380;3.5188
24.7382;3.2833
24.7384;3.0595
24.7412;2.8357
24.7463;2.6119
24.7512;2.4117
24.7560;2.2232
24.7615;2.0583
24.7661;1.9170
24.7716;1.7992
24.7757;1.6932
24.7872;1.6107
24.7874;1.5283
24.7983;1.4694
24.7986;1.4340
24.8029;1.4105
24.8057;1.4105
24.8108;1.4105
24.8159;1.4105
24.8211;1.4105
24.8264;1.4105
24.8318;1.4105
24.8357;1.4105
24.8475;1.4105
24.8493;1.4105
24.8643;1.4223
24.8691;1.4458
24.8693;1.4929
24.8695;1.5754
24.8707;1.6814
24.8757;1.8110
24.8807;1.9641
24.8862;2.1408
24.8910;2.3528
24.8961;2.5883
24.9006;2.8475
24.9114;3.1184
24.9159;3.3893
24.9197;3.6602
24.9270;3.9311
24.9315;4.1902
24.9317;4.4376
24.9363;4.6731
24.9408;4.8852
24.9461;5.0854
24.9511;5.2621
24.9560;5.4270
24.9615;5.5683
24.9662;5.6861
24.9738;5.7921
24.9785;5.8746
24.9893;5.9452
24.9895;5.9923
24.9938;6.0159
24.9956;6.0277
25.0006;6.0277
25.0057;6.0159
25.0107;6.0159
25.0157;6.0159
25.0217;6.0159
25.0258;6.0277
25.0372;6.0159
25.0397;6.0041
25.0469;5.9923
25.0539;5.9688
25.0584;5.9452
25.0586;5.8981
25.0606;5.8274
25.0656;5.7450
25.0707;5.6390
25.0757;5.5212
25.0810;5.3799
25.0861;5.2150
25.0914;5.0265
25.1016;4.8145
25.1061;4.5907
25.1099;4.3551
25.1120;4.1196
25.1218;3.8840
25.1220;3.6484
25.1257;3.4246
25.1306;3.2008
25.1360;3.0006
25.1412;2.8121
25.1462;2.6237
25.1510;2.4706
25.1561;2.3292
25.1644;2.2232
25.1781;2.1408
25.1785;2.0819
25.1788;2.0347
25.1831;1.9994
25.1860;1.9876
25.1911;1.9759
25.1960;1.9759
25.2008;1.9759
25.2060;1.9759
25.2114;1.9759
25.2158;1.9759
25.2267;1.9876
25.2320;1.9994
25.2428;2.0230
25.2431;2.0701
25.2435;2.1172
25.2479;2.1996
25.2508;2.3057
25.2558;2.4234
25.2609;2.5766
25.2662;2.7415
25.2713;2.9299
25.2757;3.1302
25.2810;3.3304
25.2951;3.5424
25.3010;3.7426
25.3088;3.9429
25.3092;4.1549
25.3136;4.3433
25.3138;4.5318
25.3156;4.7085
25.3207;4.8616
25.3257;5.0029
25.3306;5.1207
25.3366;5.2267
25.3417;5.3210
25.3469;5.4034
25.3632;5.4741
25.3674;5.5212
25.3787;5.5565
25.3832;5.5801
25.3834;5.6037
25.3836;5.6272
25.3837;5.6390
25.3856;5.6508
25.3906;5.6508
25.3957;5.6625
25.4015;5.6625
25.4065;5.6625
25.4117;5.6625
25.4238;5.6508
25.4275;5.6508
25.4424;5.6508
25.4426;5.6508
25.4428;5.6508
25.4430;5.6508
25.4459;5.6508
25.4508;5.6390
25.4561;5.6154
25.4611;5.5801
25.4660;5.5330
25.4710;5.4741
25.4761;5.4034
25.4974;5.3092
25.5098;5.2032
25.5142;5.0736
25.5144;4.9323
25.5146;4.7909
25.5148;4.6260
25.5149;4.4611
25.5156;4.2845
25.5206;4.0960
25.5257;3.9075
25.5307;3.7191
25.5360;3.5306
25.5509;3.3304
25.5620;3.1184
25.5624;2.9181
25.5669;2.7061
25.5671;2.5059
25.5673;2.3174
25.5706;2.1172
25.5756;1.9287
25.5807;1.7403
25.5860;1.5518
25.5915;1.3751
25.5965;1.2102
25.6183;1.0571
25.6254;0.9276
25.6404;0.8098
25.6419;0.7038
25.6455;0.6213
25.6456;0.5389
25.6458;0.4682
25.6459;0.4211
25.6461;0.3740
25.6462;0.3504
25.6508;0.3386
25.6568;0.3269
25.6687;0.3269
25.6691;0.3269
25.6852;0.3269
25.6855;0.3269
25.6857;0.3269
25.6859;0.3269
25.6910;0.3269
25.6961;0.3269
25.7014;0.3269
25.7064;0.3269
25.7217;0.3269
25.7365;0.3269
25.7411;0.3386
25.7413;0.3622
25.7415;0.3975
25.7417;0.4564
25.7418;0.5271
25.7457;0.6213
25.7507;0.7391
25.7558;0.8804
25.7606;1.0453
25.7660;1.2338
25.7710;1.4458
25.7862;1.6696
25.7965;1.9052
25.8011;2.1408
25.8013;2.3881
25.8015;2.6472
25.8016;2.9064
25.8061;3.1655
25.8106;3.4128
25.8159;3.6602
25.8218;3.8958
25.8261;4.1196
25.8310;4.3316
25.8360;4.5200
25.8492;4.6967
25.8533;4.8616
25.8640;5.0265
25.8685;5.1796
25.8687;5.3327
25.8689;5.4859
25.8707;5.6272
25.8757;5.7803
25.8807;5.9335
25.8860;6.0866
25.8915;6.2397
25.8959;6.3810
25.9010;6.5106
25.9203;6.6284
25.9365;6.7462
25.9367;6.8404
25.9368;6.9346
25.9370;7.0171
25.9372;7.0642
25.9373;7.1113
25.9407;7.1349
25.9456;7.1466
25.9510;7.1584
25.9562;7.1584
25.9614;7.1584
25.9722;7.1584
25.9808;7.1584
25.9868;7.1584
25.9872;7.1584
25.9917;7.1466
25.9918;7.1349
25.9964;7.1113
26.0013;7.0642
26.0068;7.0171
26.0114;6.9464
26.0159;6.8522
26.0217;6.7462
26.0267;6.6166
26.0438;6.4635
26.0578;6.2986
26.0623;6.1219
26.0625;5.9217
26.0627;5.7097
26.0628;5.4859
26.0630;5.2503
26.0658;5.0147
26.0707;4.7674
26.0762;4.5200
26.0812;4.2609
26.0862;3.9782
26.0909;3.6955
26.1054;3.4011
26.1094;3.1184
26.1202;2.8357
26.1248;2.5530
26.1250;2.2703
26.1251;1.9876
26.1256;1.7285
26.1305;1.4929
26.1357;1.2691
26.1406;1.0689
26.1459;0.8804
26.1511;0.7038
26.1634;0.5506
26.1766;0.3975
26.1780;0.2797
26.1815;0.1855
26.1816;0.1266
26.1818;0.1031
26.1863;0.0913
26.1907;0.0913
26.1958;0.0913
26.2009;0.0913
26.2060;0.0913
26.2112;0.0913
26.2161;0.0913
26.2320;0.0913
26.2475;0.0913
26.2521;0.0913
26.2522;0.0913
26.2524;0.0913
26.2526;0.0913
26.2527;0.0913
26.2556;0.0913
26.2606;0.0913
26.2660;0.0913
26.2718;0.0913
26.2767;0.1031
26.2916;0.1502
26.3061;0.2208
26.3108;0.3269
26.3110;0.4800
26.3111;0.6449
26.3113;0.8451
26.3114;1.0689
26.3159;1.2809
26.3210;1.4929
26.3257;1.6932
26.3312;1.8816
26.3359;2.0701
26.3409;2.2468
26.3541;2.4234
26.3651;2.5883
26.3695;2.7297
26.3697;2.8710
26.3699;2.9888
26.3706;3.0830
26.3757;3.1655
26.3806;3.2244
26.3858;3.2715
26.3910;3.3068
26.3968;3.3304
26.4009;3.3539
26.4060;3.3657
26.4252;3.3775
26.4412;3.3775
26.4414;3.3775
26.4416;3.3775
26.4417;3.3657
26.4418;3.3775
26.4420;3.3775
26.4457;3.3775
26.4507;3.3775
26.4557;3.3657
26.4607;3.3539
26.4661;3.3304
26.4760;3.3186
26.4908;3.2951
26.4912;3.2597
26.4958;3.2126
26.4960;3.1302
26.4961;3.0124
26.5008;2.8828
26.5058;2.7179
26.5110;2.5530
26.5157;2.3763
26.5211;2.1761
26.5257;1.9876
26.5307;1.7756
26.5430;1.5636
26.5535;1.3398
26.5539;1.1160
26.5584;0.8922
26.5586;0.6684
26.5606;0.4682
26.5657;0.2915
26.5706;0.1737
26.5757;0.1148
26.5808;0.0913
26.5866;0.0913
26.5914;0.0913
26.6138;0.0913
26.6256;0.0913
26.6304;0.0913
26.6306;0.0913
26.6307;0.0913
26.6309;0.0913
26.6311;0.0913
26.6313;0.0913
26.6358;0.0913
26.6409;0.0913
26.6459;0.0913
26.6509;0.0913
26.6560;0.0913
26.6706;0.0913
26.6745;0.0913
26.6851;0.0913
26.6899;0.0913
26.6900;0.0913
26.6902;0.0913
26.6906;0.0913
26.6956;0.0913
26.7007;0.0913
26.7060;0.0913
26.7111;0.0913
26.7161;0.0913
26.7210;0.0913
26.7380;0.0913
26.7490;0.0913
26.7537;0.0913
26.7539;0.0913
26.7541;0.0913
26.7542;0.0913
26.7556;0.0913
26.7606;0.0913
26.7657;0.1148
26.7707;0.2091
26.7756;0.3740
26.7807;0.6095
26.7947;0.8804
26.8055;1.1396
26.8103;1.3869
26.8105;1.6107
26.8107;1.8345
26.8108;2.0347
26.8156;2.2232
26.8206;2.4117
26.8256;2.5648
26.8307;2.7179
26.8360;2.8475
26.8411;2.9417
26.8461;3.0359
26.8650;3.0948
26.8767;3.1302
26.8779;3.1655
26.8818;3.1773
26.8820;3.1890
26.8821;3.1890
26.8823;3.1890
26.8857;3.1890
26.8907;3.1773
26.8961;3.1890
26.9014;3.1890
26.9065;3.1773
26.9210;3.1773
26.9258;3.1655
26.9365;3.1419
26.9413;3.1302
26.9415;3.1066
26.9417;3.0595
26.9418;3.0124
26.9462;2.9417
26.9511;2.8710
26.9563;2.7886
26.9611;2.6708
26.9661;2.5412
26.9710;2.3763
26.9888;2.1996
27.0005;2.0230
27.0042;1.8345
27.0044;1.6343
27.0045;1.4223
27.0047;1.1985
27.0057;0.9629
27.0106;0.7273
27.0156;0.5035
27.0208;0.3151
27.0256;0.1855
27.0308;0.1148
27.0441;0.0913
27.0475;0.0913
27.0584;0.0913
27.0630;0.0913
27.0632;0.0913
27.0633;0.0913
27.0662;0.0913
27.0713;0.0913
27.0763;0.0913
27.0817;0.0913
27.0865;0.0913
27.0914;0.0913
27.0964;0.0913
27.1163;0.0913
27.1314;0.0913
27.1362;0.0913
27.1364;0.0913
27.1366;0.0913
27.1367;0.0913
27.1369;0.0913
27.1370;0.0913
27.1407;0.0913
27.1457;0.0913
27.1507;0.0913
27.1558;0.0913
27.1608;0.0913
27.1798;0.0913
27.1904;0.0913
27.1950;0.0913
27.1953;0.1266
27.1954;0.2208
27.1956;0.3740
27.1957;0.5978
27.2007;0.8451
27.2057;1.0807
27.2108;1.3280
27.2159;1.5518
27.2211;1.7638
27.2397;1.9876
27.2543;2.1761
27.2547;2.3645
27.2596;2.5412
27.2598;2.6943
27.2599;2.8475
27.2601;2.9770
27.2606;3.0830
27.2656;3.1655
27.2707;3.2244
27.2757;3.2715
27.2811;3.2951
27.2861;3.3186
27.3075;3.3304
27.3187;3.3304
27.3235;3.3422
27.3236;3.3422
27.3238;3.3422
27.3240;3.3422
27.3241;3.3304
27.3256;3.3186
27.3306;3.3068
27.3356;3.2951
27.3406;3.2833
27.3457;3.2597
27.3509;3.2362
27.3624;3.2008
27.3732;3.1537
27.3780;3.0948
27.3782;3.0124
27.3783;2.9181
27.3812;2.8121
27.3863;2.6943
27.3916;2.5530
27.3959;2.3881
27.4011;2.2114
27.4068;2.0230
27.4110;1.8227
27.4253;1.6107
27.4362;1.3987
27.4376;1.1867
27.4412;0.9865
27.4414;0.7980
27.4415;0.6213
27.4460;0.4564
27.4506;0.3151
27.4556;0.2091
27.4606;0.1384
27.4659;0.1031
27.4711;0.0913
27.4760;0.0913
27.4888;0.0913
27.4929;0.0913
27.4998;0.0913
27.5046;0.0913
27.5048;0.0913
27.5056;0.0913
27.5106;0.0913
27.5156;0.0913
27.5207;0.0913
27.5257;0.0913
27.5306;0.0913
27.5356;0.0913
27.5484;0.0913
27.5543;0.0913
27.5623;0.0913
27.5672;0.0913
27.5673;0.0913
27.5675;0.0913
27.5707;0.0913
27.5756;0.0913
27.5807;0.0913
27.5859;0.0913
27.5910;0.0913
27.5960;0.1148
27.6010;0.1855
27.6236;0.3151
27.6241;0.5035
27.6245;0.7273
27.6363;0.9511
27.6414;1.1749
27.6415;1.3869
27.6417;1.5872
27.6418;1.7874
27.6457;1.9641
27.6507;2.1290
27.6558;2.2821
27.6609;2.4234
27.6663;2.5648
27.6790;2.6826
27.6794;2.7886
27.6945;2.8710
27.6947;2.9299
27.6948;2.9888
27.6956;3.0359
27.7006;3.0713
27.7056;3.0948
27.7111;3.1066
27.7166;3.1066
27.7211;3.1066
27.7262;3.1066
27.7308;3.1066
27.7511;3.1066
27.7629;3.1066
27.7679;3.1066
27.7681;3.1066
27.7682;3.1066
27.7684;3.0948
27.7685;3.0830
27.7707;3.0595
27.7756;3.0124
27.7808;2.9535
27.7866;2.8710
27.7915;2.7532
27.8104;2.6237
27.8160;2.4706
27.8321;2.2939
27.8323;2.1054
27.8325;1.8934
27.8326;1.6814
27.8328;1.4576
27.8329;1.2456
27.8359;1.0336
27.8408;0.8216
27.8460;0.6331
27.8508;0.4564
27.8557;0.3151
27.8692;0.2091
27.8737;0.1384
27.8740;0.1031
27.8856;0.0913
27.8905;0.0913
27.8907;0.0913
27.8909;0.0913
27.8957;0.0913
27.9007;0.0913
27.9056;0.0913
27.9108;0.0913
27.9159;0.0913
27.9209;0.0913
27.9397;0.0913
27.9567;0.0913
27.9572;0.0913
27.9619;0.0913
27.9620;0.0913
27.9622;0.0913
27.9623;0.0913
27.9625;0.0913
27.9656;0.0913
27.9706;0.0913
27.9756;0.0913
27.9808;0.1148
27.9859;0.1737
28.0059;0.2915
28.0165;0.4682
28.0170;0.6802
28.0221;0.9040
28.0222;1.1278
28.0224;1.3516
28.0226;1.5636
28.0256;1.7756
28.0306;1.9876
28.0358;2.1761
28.0407;2.3645
28.0456;2.5412
28.0508;2.7061
28.0677;2.8710
28.0739;3.0124
28.0837;3.1419
28.0914;3.2479
28.0917;3.3304
28.0918;3.4011
28.0920;3.4482
28.0922;3.4835
28.0957;3.5071
28.1006;3.5188
28.1060;3.5306
28.1110;3.5306
28.1211;3.5306
28.1243;3.5306
28.1277;3.5306
28.1428;3.5188
28.1431;3.5071
28.1433;3.4953
28.1461;3.4835
28.1512;3.4717
28.1561;3.4482
28.1617;3.4011
28.1659;3.3422
28.1709;3.2597
28.1758;3.1537
28.1924;3.0359
28.1977;2.9064
28.2092;2.7532
28.2140;2.6001
28.2142;2.4352
28.2143;2.2468
28.2145;2.0819
28.2157;1.9052
28.2207;1.7285
28.2257;1.5636
28.2310;1.3987
28.2367;1.2456
28.2409;1.1042
28.2573;0.9747
28.2679;0.8569
28.2731;0.7627
28.2732;0.6920
28.2734;0.6331
28.2736;0.5860
28.2756;0.5506
28.2806;0.5271
28.2860;0.5153
28.2911;0.5153
28.2968;0.5153
28.3016;0.5153
28.3187;0.5153
28.3338;0.5153
28.3390;0.5153
28.3392;0.5153
28.3394;0.5153
28.3395;0.5153
28.3397;0.5271
28.3407;0.5389
28.3456;0.5624
28.3506;0.5978
28.3557;0.6331
28.3608;0.6920
28.3659;0.7627
28.3766;0.8569
28.3807;0.9629
28.3911;1.0807
28.3925;1.1985
28.3964;1.3045
28.3965;1.4105
28.4011;1.5047
28.4061;1.5989
28.4112;1.6814
28.4157;1.7521
28.4206;1.7992
28.4258;1.8227
28.4306;1.8463
28.4422;1.8463
28.4485;1.8581
28.4543;1.8698
28.4591;1.8581
28.4593;1.8581
28.4606;1.8463
28.4656;1.8345
28.4707;1.8345
28.4759;1.8227
28.4810;1.8110
28.4860;1.7874
28.4909;1.7521
28.5159;1.7285
28.5293;1.7049
28.5343;1.6814
28.5345;1.6696
28.5347;1.6578
28.5348;1.6343
28.5350;1.6225
28.5351;1.6107
28.5356;1.5989
28.5406;1.5989
28.5456;1.5989
28.5507;1.5989
28.5557;1.5989
28.5717;1.5989
28.5758;1.6107
28.5915;1.6225
28.5916;1.6343
28.5918;1.6461
28.5920;1.6578
28.5921;1.6696
28.5956;1.6932
28.6006;1.7285
28.6058;1.7521
28.6108;1.7874
28.6159;1.8227
28.6293;1.8463
28.6366;1.8698
28.6387;1.8816
28.6409;1.8816
28.6445;1.8816
28.6495;1.8934
28.6507;1.8934
28.6558;1.8934
28.6607;1.8934
28.6662;1.8816
28.6716;1.8816
28.6767;1.8816
28.6809;1.8698
28.7024;1.8463
28.7139;1.8110
28.7188;1.7638
28.7189;1.7167
28.7191;1.6696
28.7193;1.6225
28.7194;1.5636
28.7206;1.5047
28.7256;1.4576
28.7306;1.4105
28.7360;1.3751
28.7410;1.3516
28.7460;1.3163
28.7603;1.2927
28.7715;1.2691
28.7729;1.2456
28.7766;1.2338
28.7768;1.2220
28.7770;1.2220
28.7806;1.2220
28.7856;1.2220
28.7909;1.2220
28.7961;1.2220
28.8012;1.2220
28.8058;1.2220
28.8106;1.2220
28.8314;1.2220
28.8431;1.2220
28.8481;1.2220
28.8482;1.2220
28.8484;1.2220
28.8486;1.2338
28.8487;1.2456
28.8508;1.2691
28.8556;1.3163
28.8607;1.3634
28.8661;1.4223
28.8709;1.4929
28.8842;1.5636
28.8983;1.6343
28.8986;1.7167
28.9036;1.7874
28.9038;1.8463
28.9039;1.9052
28.9056;1.9405
28.9113;1.9759
28.9157;1.9994
28.9211;2.0112
28.9258;2.0230
28.9310;2.0230
28.9362;2.0230
28.9568;2.0230
28.9684;2.0230
28.9735;2.0230
28.9736;2.0112
28.9738;1.9994
28.9740;1.9876
28.9741;1.9523
28.9756;1.9170
28.9806;1.8698
28.9856;1.7992
28.9908;1.7285
28.9959;1.6578
29.0010;1.5754
29.0147;1.4929
29.0190;1.4105
29.0258;1.3280
29.0309;1.2456
29.0310;1.1631
29.0312;1.0925
29.0359;1.0218
29.0406;0.9747
29.0458;0.9393
29.0513;0.9158
29.0561;0.9040
29.0607;0.8804
29.0772;0.8804
29.0877;0.8804
29.0927;0.8804
29.0929;0.8922
29.0930;0.8922
29.0932;0.8922
29.0956;0.8922
29.1006;0.8922
29.1059;0.8922
29.1108;0.9040
29.1160;0.9158
29.1210;0.9276
29.1259;0.9629
29.1435;0.9982
29.1548;1.0453
29.1599;1.1160
29.1601;1.1749
29.1603;1.2456
29.1605;1.3163
29.1606;1.3869
29.1656;1.4576
29.1707;1.5283
29.1757;1.5989
29.1809;1.6578
29.1868;1.7049
29.1908;1.7403
29.2089;1.7521
29.2202;1.7638
29.2253;1.7756
29.2255;1.7756
29.2256;1.7874
29.2258;1.7874
29.2259;1.7874
29.2306;1.7874
29.2357;1.7756
29.2406;1.7638
29.2459;1.7521
29.2510;1.7403
29.2662;1.7403
29.2702;1.7285
29.2774;1.6932
29.2824;1.6343
29.2825;1.5518
29.2827;1.4576
29.2856;1.3634
29.2906;1.2691
29.2957;1.1749
29.3008;1.0807
29.3060;0.9865
29.3111;0.8922
29.3159;0.8098
29.3259;0.7391
29.3392;0.6920
29.3397;0.6567
29.3446;0.6331
29.3448;0.6213
29.3456;0.5978
29.3506;0.5860
29.3557;0.5860
29.3607;0.5860
29.3659;0.5978
29.3707;0.6095
29.3759;0.6095
29.3973;0.6095
29.4089;0.6095
29.4146;0.6095
29.4148;0.6095
29.4150;0.6213
29.4151;0.6331
29.4153;0.6449
29.4157;0.6684
29.4206;0.6920
29.4257;0.7391
29.4306;0.8098
29.4356;0.8804
29.4406;0.9629
29.4561;1.0453
29.4612;1.1160
29.4700;1.1985
29.4754;1.2691
29.4756;1.3280
29.4757;1.3987
29.4759;1.4576
29.4806;1.5047
29.4856;1.5518
29.4906;1.5754
29.4959;1.5989
29.5009;1.6225
29.5057;1.6343
29.5263;1.6461
29.5379;1.6461
29.5434;1.6461
29.5436;1.6461
29.5437;1.6461
29.5439;1.6461
29.5441;1.6461
29.5456;1.6461
29.5506;1.6461
29.5557;1.6461
29.5612;1.6343
29.5661;1.6225
29.5712;1.6107
29.5840;1.5989
29.5843;1.5989
29.5952;1.5872
29.6005;1.5754
29.6007;1.5636
29.6009;1.5518
29.6056;1.5518
29.6108;1.5518
29.6160;1.5518
29.6216;1.5518
29.6266;1.5518
29.6311;1.5518
29.6469;1.5518
29.6593;1.5518
29.6648;1.5518
29.6650;1.5518
29.6651;1.5518
29.6653;1.5518
29.6656;1.5518
29.6706;1.5518
29.6756;1.5518
29.6809;1.5636
29.6860;1.5754
29.6911;1.5989
29.6957;1.6343
29.7182;1.6696
29.7302;1.7167
29.7352;1.7638
29.7354;1.8110
29.7356;1.8581
29.7357;1.9052
29.7359;1.9405
29.7360;1.9759
29.7406;1.9994
29.7457;2.0112
29.7508;2.0230
29.7559;2.0230
29.7609;2.0230
29.7756;2.0230
29.7863;2.0230
29.7914;2.0230
29.7915;2.0230
29.7917;2.0230
29.7919;2.0230
29.7956;2.0112
29.8006;1.9876
29.8059;1.9523
29.8109;1.9170
29.8159;1.8816
29.8209;1.8463
29.8379;1.8110
29.8421;1.7756
29.8531;1.7403
29.8585;1.7167
29.8587;1.6932
29.8589;1.6696
29.8590;1.6461
29.8607;1.6225
29.8656;1.6107
29.8707;1.5989
29.8758;1.5989
29.8809;1.5989
29.8860;1.5989
29.9008;1.5989
29.9062;1.5989
29.9223;1.5989
29.9225;1.5989
29.9226;1.5989
29.9228;1.5989
29.9229;1.6107
29.9258;1.6107
29.9308;1.6107
29.9358;1.6225
29.9411;1.6225
29.9465;1.6343
29.9677;1.6461
29.9786;1.6578
29.9790;1.6696
29.9841;1.6814
29.9843;1.6932
29.9844;1.6932
29.9846;1.6932
29.9857;1.6932
29.9906;1.6932
29.9957;1.6932
30.0009;1.7049
30.0057;1.7049
30.0108;1.7049
30.0269;1.7049
30.0434;1.6932
30.0489;1.6932
30.0491;1.6932
30.0493;1.6814
30.0494;1.6578
30.0496;1.6225
30.0507;1.5872
30.0556;1.5636
30.0606;1.5400
30.0656;1.5165
30.0708;1.4929
30.0759;1.4694
30.0890;1.4458
30.0931;1.4340
30.1030;1.4223
30.1080;1.4105
30.1082;1.4105
30.1083;1.4105
30.1107;1.4105
30.1156;1.4223
30.1206;1.4340
30.1256;1.4458
30.1309;1.4576
30.1360;1.4576
30.1525;1.4576
30.1586;1.4576
30.1693;1.4576
30.1744;1.4576
30.1747;1.4576
30.1748;1.4576
30.1750;1.4576
30.1756;1.4576
30.1807;1.4576
30.1856;1.4576
30.1906;1.4576
30.1956;1.4576
30.2009;1.4576
30.2181;1.4576
30.2233;1.4576
30.2340;1.4576
30.2393;1.4576
30.2395;1.4576
30.2396;1.4576
30.2398;1.4576
30.2407;1.4458
30.2456;1.4458
30.2506;1.4340
30.2558;1.4105
30.2610;1.3987
30.2661;1.3634
30.2783;1.3398
30.2845;1.3163
30.2867;1.2927
30.2940;1.2809
30.2980;1.2691
30.2982;1.2574
30.3013;1.2456
30.3056;1.2338
30.3108;1.2220
30.3168;1.2338
30.3209;1.2338
30.3260;1.2456
30.3469;1.2456
30.3530;1.2456
30.3676;1.2456
30.3678;1.2456
30.3680;1.2574
30.3681;1.2574
30.3683;1.2691
30.3684;1.2691
30.3706;1.2809
30.3757;1.2927
30.3806;1.3045
30.3865;1.3280
30.3908;1.3398
30.4043;1.3634
30.4087;1.3869
30.4195;1.3987
30.4245;1.4223
30.4247;1.4340
30.4248;1.4458
30.4256;1.4576
30.4307;1.4576
30.4356;1.4576
30.4407;1.4576
30.4460;1.4576
30.4516;1.4576
30.4557;1.4576
30.4730;1.4576
30.4802;1.4576
30.4918;1.4576
